0,148.058319092,226.845581055,71.0959625244,True,1510755056006904
0,150.245513916,226.417327881,70.24949646,True,1510755056024165
0,152.671478271,227.728607178,83.0756912231,True,1510755056058836
0,151.954574585,227.811080933,81.2345962524,True,1510755056076073
0,151.146942139,227.90397644,79.1604690552,True,1510755056093561
0,150.745559692,227.284988403,79.4427185059,True,1510755056110916
0,150.799850464,226.659576416,81.2776489258,True,1510755056128248
0,153.434371948,227.937454224,87.6673431396,True,1510755056145576
0,156.082641602,229.750823975,89.7490539551,True,1510755056162912
0,153.60333252,228.206893921,89.1127471924,True,1510755056180252
0,151.323379517,227.302780151,88.2815856934,True,1510755056197591
0,152.33795166,228.703384399,90.2579574585,True,1510755056214803
0,152.009185791,228.371246338,90.0717010498,True,1510755056232284
0,152.454330444,229.635192871,90.5749740601,True,1510755056249642
0,151.816452026,229.84777832,90.6312789917,True,1510755056266977
0,152.038269043,230.773773193,91.5780715942,True,1510755056284315
0,153.712188721,234.334640503,95.1246414185,True,1510755056301561
0,153.401321411,234.299987793,94.8006973267,True,1510755056319016
0,153.400527954,234.369476318,94.7809753418,True,1510755056336358
0,153.463058472,234.391296387,94.8131027222,True,1510755056353714
0,154.42427063,236.103942871,96.7291641235,True,1510755056371074
0,154.26109314,236.05581665,96.5362854004,True,1510755056388445
0,154.297958374,235.48538208,95.9975204468,True,1510755056405750
0,154.971405029,239.055633545,95.8469924927,True,1510755056423087
0,156.362457275,252.797424316,110.669052124,True,1510755056440417
0,155.062530518,249.083587646,104.820114136,True,1510755056457757
0,153.98538208,243.931640625,94.6902008057,True,1510755056475263
0,146.070175171,243.690475464,78.6611328125,True,1510755056492419
0,143.638397217,244.969619751,75.4121170044,True,1510755056509673
0,143.890945435,245.140075684,75.7406997681,True,1510755056527146
0,144.08303833,245.025421143,75.4693222046,True,1510755056544523
0,144.258590698,244.952270508,75.6843109131,True,1510755056561767
0,145.018341064,244.807220459,76.9356613159,True,1510755056579200
0,155.417510986,256.648254395,76.1456451416,True,1510755056596402
0,167.17086792,268.460388184,67.125869751,True,1510755056613964
0,171.915512085,272.941040039,59.2765159607,True,1510755056631210
0,175.776412964,276.810516357,56.5020751953,True,1510755056648555
0,180.688247681,279.45199585,53.0178604126,True,1510755056665795
0,187.94758606,286.211730957,51.4486732483,True,1510755056683294
0,188.526275635,290.131378174,53.2027053833,True,1510755056700516
0,184.059417725,286.412567139,54.8994674683,True,1510755056717938
0,184.444259644,286.633483887,54.7554092407,True,1510755056735261
0,184.966629028,287.502349854,54.5217170715,True,1510755056752561
0,185.179031372,288.026519775,54.4618835449,True,1510755056769944
0,-4.88716602325,136.646392822,31.6536407471,True,1510755057533164
0,-16.6233978271,127.541694641,40.8272285461,True,1510755057550405
0,-31.6227779388,117.35382843,45.9790611267,True,1510755057567758
0,-43.5471916199,106.691093445,55.5061187744,True,1510755057585079
0,-49.1430015564,99.6502532959,64.2596130371,True,1510755057602425
0,-47.3087730408,91.0244293213,77.9720306396,True,1510755057619845
0,-48.9998664856,86.201423645,82.4190216064,True,1510755057637133
0,-47.9706115723,87.0721206665,83.6311416626,True,1510755057654531
0,-47.0721969604,87.3377685547,83.343711853,True,1510755057671857
0,-43.8289794922,89.4197463989,80.2744979858,True,1510755057689213
0,-36.5748291016,95.0821075439,74.2884063721,True,1510755057706567
0,-27.6577701569,99.0958786011,69.524520874,True,1510755057723830
0,-16.1153812408,105.002311707,65.4707946777,True,1510755057741256
0,-7.29111814499,109.418754578,55.6636657715,True,1510755057758584
0,6.08726453781,115.162742615,50.3628044128,True,1510755057775808
0,21.0990161896,122.65120697,38.6833457947,True,1510755057793354
0,36.9894676208,129.12852478,26.9518356323,True,1510755057810573
0,54.7850379944,133.579498291,17.775384903,True,1510755057827911
0,72.4650268555,138.256072998,11.4368543625,True,1510755057845355
0,91.030090332,143.043914795,8.82301616669,True,1510755057862689
0,112.024398804,148.514862061,5.51014041901,True,1510755057879981
0,129.798812866,147.356079102,0.103442363441,True,1510755057897329
0,145.328262329,144.500808716,0.181533709168,True,1510755057914677
0,154.456771851,142.485580444,8.6346206665,True,1510755057932036
0,166.286468506,130.782928467,12.7444944382,True,1510755057966703
0,193.324768066,130.142700195,12.2227745056,True,1510755057984056
0,200.837524414,124.458587646,19.6577606201,True,1510755058001418
0,194.113693237,125.408828735,45.3700561523,True,1510755058018710
0,196.086761475,125.925613403,61.8217277527,True,1510755058036092
0,193.36026001,125.485824585,68.9244613647,True,1510755058053387
